58463 2015   12   141213000E305300N   46   56  105    031-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2150 315  16 317  19 324  18------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2151 324  18 317  19 324  29------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2152 323  23 316  20 321  34------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2153 323  22 317  19 326  29------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2154 325  22 319  20 324  32------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2155 322  21 321  19 321  26------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2156 314  17 320  19 308  22------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2157 300  17 317  19 291  25------------00000000--------00000000  78----------------  89  94  6110240----  79----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2158 297  19 315  19 303  29------------00000000--------00000000  78----------------  89  94  6110240----  79----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2159 302  22 314  20 302  30------------00000000--------00000000  78----------------  89  94  6110241----  79----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN001NNNN0110N0N0111NNNNNNNNNNNNNNNNN
2200 295  16 311  19 288  17------------00000000--------00000000  78----------------  89  94  6110241----  79----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN001NNNN0110N0N0111NNNNNNNNNNNNNNNNN
2201 301  12 310  19 315  19------------00000000--------00000000  78----------------  89  94  6110241----  79----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN001NNNN0110N0N0111NNNNNNNNNNNNNNNNN
2202 307  14 308  18 299  21------------00000000--------00000000  78----------------  89  94  6110241----  78----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN001NNNN0110N0N0111NNNNNNNNNNNNNNNNN
2203 296  19 304  18 293  31------------00000000--------00000000  77----------------  89  93  6010241----  78----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2204 299  23 302  18 305  28------------00000000--------00000000  78----------------  89  94  6110241----  78----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2205 303  19 300  18 301  25------------00000000--------00000000  77----------------  89  93  6010241----  78----  86  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
